doi,first_author,middle_authors,last_author,corresponding_author,status
10.1093/biomet/asy011,Marco Avella-Medina,Heather Battey; Jianqing Fan,Quefeng Li,Heather Battey,success
10.1093/biomet/asx078,Wentao Li,,Paul Fearnhead,Wentao Li,success
10.1093/biomet/asx081,Wentao Li,,Paul Fearnhead,Wentao Li,success
10.1093/biomet/asy009,C. Yu,,Peter D. Hoff,Peter D. Hoff,success
10.1093/biomet/asx082,Konstantinos Fokianos,,Maria Pitsillou,Konstantinos Fokianos; Maria Pitsillou,success
10.1093/biomet/asy006,Jinyuan Chang,Aurore Delaigle; Peter Hall,Cheng Yong Tang,Jinyuan Chang,success
10.1093/biomet/asx084,Hélène Massam,Qiong Li,Xin Gao,,success
10.1093/biomet/asy010,Sungkyu Jung,Myung Hee Lee,Jeongyoun Ahn,Sungkyu Jung,success
10.1093/biomet/asy013,Guoqing Diao,Donglin Zeng; Chunlei Ke; Haijun Ma; Qi Jiang,Joseph G. Ibrahim,Guoqing Diao,success
10.1093/biomet/asy012,Lorenzo Fattorini,Marzia Marcheselli; Caterina Pisani,Luca Pratelli,Luca Pratelli,success
10.1093/biomet/asy003,James E. Johndrow,Kristian Lum,David B. Dunson,James E. Johndrow,success
10.1093/biomet/asy001,Ottmar Cronie,,M. N. M. van Lieshout,,success
10.1093/biomet/asy002,Xinbing Kong,Shaojun Xu,Zhou Wang,Zhou Wang,success
10.1093/biomet/asy005,Yaping Wang,Jian‐Feng Yang,Hongquan Xu,Hongquan Xu,success
10.1093/biomet/asy007,Jiwei Zhao,,Yanyuan Ma,Jiwei Zhao,success
10.1093/biomet/asy008,Shu Yang,,Peng Ding,Shu Yang,success
10.1093/biomet/asy004,Nigel Stallard,,Peter Kimani,Nigel Stallard,success
10.1093/biomet/asy024,Gerda Claeskens,Tatyana Krivobokova,J D Opsomer,,success
10.1093/biomet/asy014,Debasish Mondal,,,Debasish Mondal,success
10.1093/biomet/asx069,Raymond K. W. Wong,,Kwun Chuen Gary Chan,Raymond K. W. Wong,success
10.1093/biomet/asx074,Richard H. Spady,,Sami Stouli,,success
10.1093/biomet/asx072,Peter J. Green,,Alun Thomas,,success
10.1093/biomet/asx070,Marco Avella-Medina,,Elvezio Ronchetti,Marco Avella-Medina,success
10.1093/biomet/asx059,Peng Ding,,Tirthankar Dasgupta,Peng Ding; Tirthankar Dasgupta,success
10.1093/biomet/asx061,Yanlin Tang,Huixia Wang,Emre Barut,,success
10.1093/biomet/asx063,Yao Zheng,Wai Keung Li,Guodong Li,Yao Zheng; Wai Keung Li; Guodong Li,success
10.1093/biomet/asx073,Z Wang,J K Kim,Shu Yang,,success
10.1093/biomet/asx077,Luke Miratrix,Stefan Wager,José R. Zubizarreta,,success
10.1093/biomet/asx060,Yuanpei Cao,Wei Lin,Hongzhe Li,Yuanpei Cao; Wei Lin; Hongzhe Li,success
10.1093/biomet/asx062,Myoung‐jae Lee,,,Myoung‐jae Lee,success
10.1093/biomet/asx075,Jian Kang,Brian J. Reich,Ana‐Maria Staicu,,success
10.1093/biomet/asx058,,,,,not_found
10.1093/biomet/asx083,Ling Hong,Todd A. Kuffner,Ryan A. Martin,,success
10.1093/biomet/asx066,Yong Chen,Jing Huang; Yang Ning; Kung‐Yee Liang,Bruce G. Lindsay,,success
10.1093/biomet/asx079,Nicola Lunardon,,,Nicola Lunardon,success
10.1093/biomet/asx080,A. Mukherjee,Kun Chen; Na Wang,Jiang Zhu,,success
10.1093/biomet/asx045,Odile Stalder,Alex Asher; Liang Liang; Raymond J. Carroll; Yanyuan Ma,Nilanjan Chatterjee,Alex Asher; Liang Liang; Raymond J. Carroll,success
10.1093/biomet/asx052,Jian Kang,Hyokyoung G. Hong,Yi Li,Hyokyoung G. Hong; Yi Li,success
10.1093/biomet/asx050,Fang Han,Shizhe Chen,Han Liu,,success
10.1093/biomet/asx043,Li Zhu,Kai Xu; Runze Li,Wei Zhong,,success
10.1093/biomet/asx053,David Benkeser,Marco Carone; Mark J. van der Laan,Peter B. Gilbert,,success
10.1093/biomet/asx056,Byeong Yeob Choi,Jason P. Fine,M. Alan Brookhart,,success
10.1093/biomet/asx047,Tom M. W. Nye,Xiaoxian Tang; Grady Weyenberg,Ruriko Yoshida,,success
10.1093/biomet/asx039,Matthew W. Wheeler,David B. Dunson,Amy H. Herring,,success
10.1093/biomet/asx057,Kirsten Schorning,Holger Dette; Katrin Kettelhake; Wing‐Keung Wong,Frank Bretz,Kirsten Schorning; Holger Dette; Katrin Kettelhake; Wing‐Keung Wong; Frank Bretz,success
10.1093/biomet/asx049,Huili Yuan,Ruibin Xi; Chong Chen,Minghua Deng,Huili Yuan; Ruibin Xi; Chong Chen; Minghua Deng,success
10.1093/biomet/asx042,Yuan Zhang,Elizaveta Levina,Ji Zhu,,success
10.1093/biomet/asx054,Takamichi Baba,Takayuki Kanemori,Yoshiyuki Ninomiya,Takamichi Baba,success
10.1093/biomet/asx046,Euloge Clovis Kenne Pagui,Alessandra Salvan,Nicola Sartori,,success
10.1093/biomet/asx051,Sumeetpal S. Singh,Fredrik Lindsten,Miljko Erić,,success
10.1093/biomet/asx055,,,,,success
10.1093/biomet/asx044,Sneha Jadhav,Hira L. Koul,Qing Lu,,success
10.1093/biomet/asx048,Francisco Cuevas‐Pacheco,Emilio Porcu,Moreno Bevilacqua,,success
10.1093/biomet/asx027,Julieta Gabriela Arco Molina,Andrea Rotnitzky; Mariela Sued,James M. Robins,,success
10.1093/biomet/asx028,Ming‐Yueh Huang,,Kwun Chuen Gary Chan,,success
10.1093/biomet/asx034,Linbo Wang,Xiao‐Hua Zhou,Thomas S. Richardson,,success
10.1093/biomet/asx032,Yuanbin She,,Kun Chen,Yuanbin She; Kun Chen,success
10.1093/biomet/asx030,Sanvesh Srivastava,Barbara E. Engelhardt,David B. Dunson,,success
10.1093/biomet/asx029,Donglin Zeng,Fei Gao,D. Y. Lin,,success
10.1093/biomet/asx038,Yukun Liu,Peng-Fei Li,Jing Qin,Yukun Liu,success
10.1093/biomet/asx024,Xiongtao Dai,Hans-Georg Muller,Fang Yao,Xiongtao Dai,success
10.1093/biomet/asx037,Qing Zhou,,Seunghyun Min,,success
10.1093/biomet/asx033,Cheng Li,Sanvesh Srivastava,David B. Dunson,,success
10.1093/biomet/asx041,Antonio Canale,Antonio Lijoi; Bernardo Nipoti,Igor Prünster,Antonio Canale; Antonio Lijoi; Bernardo Nipoti; Igor Prünster,success
10.1093/biomet/asx036,Xu He,,,Xu He,success
10.1093/biomet/asx031,Chris Sherlock,Alexandre H. Thiéry,Anthony Lee,,success
10.1093/biomet/asx025,Marian Hristache,,Valentin Patilea,,success
10.1093/biomet/asx035,Daniel J. Eck,,R. Dennis Cook,,success
10.1093/biomet/asx040,Ioannis Kosmidis,A. Guolo,C Varin,Ioannis Kosmidis,success
10.1093/biomet/asx018,Seunggeun Lee,Wei Sun; Fred A. Wright,Fei Zou,,success
10.1093/biomet/asx008,Norbert Binkiewicz,Joshua T Vogelstein,Karl Rohe,Karl Rohe,success
10.1093/biomet/asx009,,,,,not_found
10.1093/biomet/asx023,Xin Gao,,Raymond J. Carroll,,success
10.1093/biomet/asx016,Junhui Wang,Xiaotong Shen; Yiwen Sun,Annie Qu,,success
10.1093/biomet/asx020,Daniel Farewell,Chao Huang,Vanessa Didelez,,success
10.1093/biomet/asx015,Antonio R. Linero,,,Antonio R. Linero,success
10.1093/biomet/asx019,Omiros Papaspiliopoulos,,David Rossell,,success
10.1093/biomet/asx003,Onkar Dalal,,Bala Rajaratnam,,success
10.1093/biomet/asx014,Xinbing Kong,,,Xinbing Kong,success
10.1093/biomet/asx012,Haojie Ren,Nan Chen,Changliang Zou,,success
10.1093/biomet/asx013,Panayiotis Constantinou,Piotr Kokoszka,Matthew Reimherr,,success
10.1093/biomet/asx007,Sixia Chen,,David Haziza,,success
10.1093/biomet/asx006,Qian Xiao,,Hongquan Xu,,success
10.1093/biomet/asx022,Fasheng Sun,,Boxin Tang,,success
10.1093/biomet/asx004,Werner Ehm,,Evgeni Y. Ovcharov,,success
10.1093/biomet/asx021,Clifford Lam,Phoenix Feng,Charlie C. Hu,,success
10.1093/biomet/asx001,Ioannis Kosmidis,Annamaria Guolo,Cristiano Varin,,success
10.1093/biomet/asx010,,,,,success
10.1093/biomet/asw057,Seung Jun Shin,Yichao Wu; Hao Helen Zhang,Yanping Liu,,success
10.1093/biomet/asw071,Xufei Wang,Bibo Jiang,J. S. Liu,,success
10.1093/biomet/asw072,Y. Chen,Jing Ning; Yang Ning; Kunlun Liang,Karen Bandeen‐Roche,,success
10.1093/biomet/asw060,Iain M. Johnstone,,Boaz Nadler,,success
10.1093/biomet/asw054,Aurélie Bertrand,Catherine Legrand; Raymond J. Carroll; Christophe de Meester,Ingrid Van Keilegom,,success
10.1093/biomet/asw067,Qingning Zhou,Haibo Zhou,J. Cai,,success
10.1093/biomet/asw070,Michael L. Stein,,,Michael L. Stein,success
10.1093/biomet/asp021,David B. Dunson,,,David B. Dunson,success
10.1093/biomet/asp014,Luping Zhao,Timothy Hanson,Bradley P. Carlin,,success
10.1093/biomet/asp008,Donglin Zeng,Qingxia Chen,Joseph G. Ibrahim,,success
10.1093/biomet/asp005,Han Li,,Guosheng Yin,Han Li; Guosheng Yin,success
10.1093/biomet/asp016,Shiqi Wang,Bin Nan; Nenghui Zhu,Ji Zhu,,success
10.1093/biomet/asp013,Gareth James,,Peter Radchenko,,success
10.1093/biomet/asp020,Jian Huang,Shuange Ma; Huiliang Xie,Cun-Hui Zhang,,success
10.1093/biomet/asp012,Damla Şentürk,,Hans‐Georg Müller,,success
10.1093/biomet/asp002,Holly Janes,,M. S. Pepe,,success
10.1093/biomet/asp015,Raymond J. Carroll,Arnab Maity; Enno Mammen,Kyusang Yu,,success
10.1093/biomet/asp006,Richard M. Bittman,Joseph P. Romano; Carlos Vallarino,Michael Wolf,,success
10.1093/biomet/asp011,P. Li,J. Chen,Paul Marriott,,success
10.1093/biomet/asp018,Stephen M. S. Lee,,P. Y. Lai,Stephen M. S. Lee; P. Y. Lai,success
10.1093/biomet/asp003,Sharon L. Lohr,,J. N. K. Rao,,success
10.1093/biomet/asp007,Yao-ban Chan,,Peter Hall,,success
10.1093/biomet/asp022,A. C. Davison,,D. Mastropietro,,success
10.1093/biomet/asp009,Daniel Peña,,,Daniel Peña,success
10.1093/biomet/asp001,Philippe Naveau,Armelle Guillou; Daniel Cooley,Jean Diebolt,,success
10.1093/biomet/asn056,Jing Cheng,Dylan S. Small; Zhiqiang Tan,Rth Ho,,success
10.1093/biomet/asn069,Ofer Harel,,Joseph L. Schafer,Ofer Harel; Joseph L. Schafer,success
10.1093/biomet/asn057,Derek Bingham,R. R. Sitter,Ben Zhong Tang,,success
10.1093/biomet/asn070,Bradley Jones,,Peter Goos,,success
10.1093/biomet/asn066,Ching‐Shui Cheng,,Pi-Wen Tsai,,success
10.1093/biomet/asn062,V. Roshan Joseph,M. Ai,C. F. Jeff Wu,,success
10.1093/biomet/asn067,Xiaofeng Shao,,,Xiaofeng Shao,success
10.1093/biomet/asn071,Daniel J. Nordman,,,Daniel J. Nordman,success
10.1093/biomet/asn074,Yingcun Xia,,,Yingcun Xia,success
10.1093/biomet/asn054,Abel Rodríguez,David B. Dunson,Alan E. Gelfand,,success
10.1093/biomet/asn060,Lianzhou Wang,,,Lianzhou Wang,success
10.1093/biomet/asn068,P. Hall,,Andrew P. Robinson,P. Hall; Andrew P. Robinson,success
10.1093/biomet/asn055,Richard K. Crump,V. Joseph Hotz; Guido W. Imbens,Oscar A. Mitnik,,success
10.1093/biomet/asn061,Elena Kulinskaya,,Alex Lewin,,success
10.1093/biomet/asn072,Yongtao Guan,,,Yongtao Guan,success
10.1093/biomet/asn073,Rui Song,Haibo Zhou,Michael R. Kosorok,,success
10.1093/biomet/asn059,Zhiqiang Tan,,,Zhiqiang Tan,success
10.1093/biomet/asn063,Jong‐Hyeon Jeong,,Jason P. Fine,,success
10.1093/biomet/asn064,C. D. Lin,Rahul Mukerjee,Boxin Tang,,success
10.1093/biomet/asn050,Ian L. Dryden,Alfred Kume; H. Le,Andrew T. A. Wood,,success
10.1093/biomet/asn052,R. Dennis Cook,,Liliana Forzani,,success
10.1093/biomet/asn053,B. Li,Marc G. Genton,Michael Sherman,,success
10.1093/biomet/asn045,Yongtao Guan,,,Yongtao Guan,success
10.1093/biomet/asn046,Po-Yuan Lin,,,Po-Yuan Lin,success
10.1093/biomet/asn043,David B. Dunson,,Shyamal D. Peddada,,success
10.1093/biomet/asn047,Rong Tang,,Hans‐Georg Müller,,success
10.1093/biomet/asn051,Annie Qu,J. Jack Lee,Bruce G. Lindsay,,success
10.1093/biomet/asn041,Zhongyi Zhu,Wing K. Fung,Xuming He,,success
10.1093/biomet/asn048,L. M. R. Ybarra,,Sharon L. Lohr,,success
10.1093/biomet/asn042,Jerome P. Reiter,,,Jerome P. Reiter,success
10.1093/biomet/asn049,Yi Li,Ross L. Prentice,Xihong Lin,,success
10.1093/biomet/asn036,Faming Liang,,Jian Zhang,,success
10.1093/biomet/asn026,D. Kuang,Brent L. Nielsen,Jens Perch Nielsen,,success
10.1093/biomet/asn038,D. Kuang,Bent Nielsen,Jens Perch Nielsen,,success
10.1093/biomet/asn039,Bianca De Stavola,,David Cox,,success
10.1093/biomet/asn037,David Oakes,,,David Oakes,success
10.1093/biomet/asn044,Jan Beyersmann,,Martin Schumacher,,success
10.1093/biomet/asn027,Desislava Nedyalkova,,Yves Tillé,,success
10.1093/biomet/asn028,Jean‐François Beaumont,,,Jean‐François Beaumont,success
10.1093/biomet/asn022,Ted Chang,,Phillip S. Kott,,success
10.1093/biomet/asn030,Malay Ghosh,Tapabrata Maiti,Anindya Roy,,success
10.1093/biomet/asn031,Daniel Gervini,,,Daniel Gervini,success
10.1093/biomet/asn035,Ling Zhou,Jianhua Z. Huang,Raymond J. Carroll,,success
10.1093/biomet/asn021,,,,,not_found
10.1093/biomet/asn015,Ciprian M. Crainiceanu,Francesca Dominici,Giovanni Parmigiani,,success
10.1093/biomet/asn006,Damla Şentürk,,Hans‐Georg Müller,,success
10.1093/biomet/asn024,Hua Liang,Sally W. Thurston; David Ruppert; Tatiyana V. Apanasovich,Ron Hauser,,success
10.1093/biomet/asn003,Xiaomin Lu,,Anastasios A. Tsiatis,,success
10.1093/biomet/asn025,Wentao Feng,,Abdus S. Wahed,,success
10.1093/biomet/asn033,Peter H. Westfall,,,Peter H. Westfall,success
10.1093/biomet/asn032,Qiying Wang,,Ping Dai,,success
10.1093/biomet/asn029,Yuqi Wang,,Edward H. Ip,,success
10.1093/biomet/asn011,Thomas J. DiCiccio,,G. A. Young,,success
10.1093/biomet/asn034,Jie Chen,,Zehua Chen,,success
10.1093/biomet/asn023,Hua Liang,Hulin Wu,Gang Zou,,success
10.1093/biomet/asn007,Nicolai Meinshausen,,,Nicolai Meinshausen,success
10.1093/biomet/asn013,A. M. Cohen,Harold B. Sackrowitz; Minxian Xu,Steven Buyske,,success
10.1093/biomet/asn012,David B. Dunson,,Ji‐Hye Park,,success
10.1093/biomet/asn001,Thaís C. O. Fonseca,M. A. R. Ferreira,Hélio S. Migon,,success
10.1093/biomet/asn016,C. Hardouin,,Jianfeng Yao,,success
10.1093/biomet/asn020,Rasmus Waagepetersen,,,Rasmus Waagepetersen,success
10.1093/biomet/asn009,Jiazhu Pan,,Qiwei Yao,,success
10.1093/biomet/asn005,Michael H. Neumann,,Efstathios Paparoditis,Michael H. Neumann; Efstathios Paparoditis,success
10.1093/biomet/asn014,Guodong Li,,W. K. Li,,success
10.1093/biomet/asn010,Yingxing Li,,David Ruppert,,success
10.1093/biomet/asn017,R. J. Carroll,,Yu Wang,,success
10.1093/biomet/asm095,Winfried Stute,Wangli Xu,Lixing Zhu,,success
10.1093/biomet/asn002,Peng Zeng,,,Peng Zeng,success
10.1093/biomet/asn004,B. B. Hansen,,,B. B. Hansen,success
10.1093/biomet/asm094,Hongtu Zhu,J. G. Ibrahim; Niansheng Tang,Heping Zhang,,success
10.1093/biomet/asn019,John S. Preisser,Bahjat F. Qaqish,Jamie Perin,,success
10.1093/biomet/asn008,N. Ganesh,,Partha Lahiri,,success
10.1093/biomet/asm093,D. A. S. Fraser,,Judith Rousseau,,success
10.1093/biomet/asm092,Nanny Wermuth,,D. R. Cox,,success
10.1093/biomet/asm097,Alan Hubbard,,Mark J. van der Laan,,success
10.1093/biomet/asm090,Tyler J. VanderWeele,,James M. Robins,,success
10.1093/biomet/asm087,Dimitris Rizopoulos,Geert Verbeke,Geert Molenberghs,,success
10.1093/biomet/ass077,John Aldrich,,,John Aldrich,success
10.1093/biomet/ass076,D. M. Titterington,,,D. M. Titterington,success
10.1093/biomet/ass067,Clément Dombry,Frédéric Éyi-Minko,Mathieu Ribatet,,success
10.1093/biomet/ass060,Jeremy Gaskins,,Michael J. Daniels,,success
10.1093/biomet/ass058,Tommaso Cai,Huilin Li; Weidong Liu,Jin Xie,Tommaso Cai; Huilin Li; Weidong Liu; Jin Xie,success
10.1093/biomet/ass059,X. Jessie Jeng,Tommaso Cai,Hongyang Li,,success
10.1093/biomet/ass053,Chong Li,,Jason P. Fine,,success
10.1093/biomet/ass050,Seonjin Kim,,Zhibiao Zhao,,success
10.1093/biomet/ass069,Stephen L. Rathbun,,,Stephen L. Rathbun,success
10.1093/biomet/ass068,Anjishnu Banerjee,David B. Dunson,Surya T. Tokdar,,success
10.1093/biomet/ass052,P. J. Green,,Alun Thomas,,success
10.1093/biomet/ass063,William R. Bell,Gauri Sankar Datta,Malay Ghosh,,success
10.1093/biomet/ass057,William Kleiber,,Marc G. Genton,,success
10.1093/biomet/ass048,Simon N. Wood,,,Simon N. Wood,success
10.1093/biomet/ass062,Qun Mai,,Hui Zou,,success
10.1093/biomet/ass064,Peter M. Aronow,,Donald Lee,,success
10.1093/biomet/ass061,Shengli Zhao,Ping Li,Rohana J. Karunamuni,,success
10.1093/biomet/ass065,Yu He,,Ben Zhong Tang,,success
10.1093/biomet/ass066,Axel Gandy,,F. Din-Houn Lau,,success
10.1093/biomet/ass056,Kwun Chuen Gary Chan,,,Kwun Chuen Gary Chan,success
10.1093/biomet/ass032,Paul R. Rosenbaum,,,Paul R. Rosenbaum,success
10.1093/biomet/ass047,Jie Yang,Klaus-J. Miescke,Peter McCullagh,Jie Yang; Klaus-J. Miescke; Peter McCullagh,success
10.1093/biomet/ass011,P. Hall,,Tapabrata Maiti,,success
10.1093/biomet/ass037,David Kraus,,Victor M. Panaretos,,success
10.1093/biomet/ass029,Heyun Huang,Yongchao Liu,J. S. Marron,,success
10.1093/biomet/ass042,Hung Hung,,,Hung Hung,success
10.1093/biomet/ass043,Tao Sun,,C.-H. Zhang,C.-H. Zhang,success
10.1093/biomet/ass038,Xiaotong Shen,Hsin‐Cheng Huang,Wei Pan,,success
10.1093/biomet/ass039,Binyan Jiang,,WL Loh,,success
10.1093/biomet/ass044,James Y. Dai,Charles Kooperberg; Michael LeBlanc,Ross L. Prentice,,success
10.1093/biomet/ass033,F. Jay Breidt,,Guillaume Chauvet,,success
10.1093/biomet/ass036,Ronald W. Butler,,Douglas A. Bronson,,success
10.1093/biomet/ass051,Hui Jiang,,Julia Salzman,,success
10.1093/biomet/ass040,Merlise A. Clyde,,Joyee Ghosh,,success
10.1093/biomet/ass049,Kwun Chuen Gary Chan,Ying Qing Chen,Chongzhi Di,,success
10.1093/biomet/ass055,John T. Kent,,Kanti V. Mardia,,success
10.1093/biomet/ass046,Peter Forbes,,,Peter Forbes,success
10.1093/biomet/ass045,Choon Yik Tang,,Yongsong Qin,Choon Yik Tang; Yongsong Qin,success
10.1093/biomet/ass015,Nicolas Verzélen,Tao Wang,Hans‐Georg Müller,,success
10.1093/biomet/ass022,Sang‐Hun Jung,Ian L. Dryden,J. S. Marron,,success
10.1093/biomet/ass019,Hung Hung,Ping‐Hsun Wu; I‐Ping Tu,Sheng Huang,,success
10.1093/biomet/ass020,Karim Oualkacha,,Louis‐Paul Rivest,Karim Oualkacha; Louis‐Paul Rivest,success
10.1093/biomet/ass017,Marco Carone,Masoud Asgharian,M.-C. Wang,Marco Carone; Masoud Asgharian; M.-C. Wang,success
10.1093/biomet/ass018,L. Chen,D. Y. Lin,Donglin Zeng,,success
10.1093/biomet/ass026,Ming Zhou,,J. K. Kim,,success
10.1093/biomet/ass031,Jing Xu,,Gilbert MacKenzie,,success
10.1093/biomet/ass023,Stefano Favaro,Antonio Lijoi,Igor Prünster,,success
10.1093/biomet/ass028,Thomas J. DiCiccio,Todd A. Kuffner,G. A. Young,,success
10.1093/biomet/ass024,Zhihua Su,,R. D. Cook,,success
10.1093/biomet/ass014,Chin Hai Leng,,Choon Yik Tang,,success
10.1093/biomet/ass027,Wenlian Lu,Yair Goldberg,Jason P. Fine,,success
10.1093/biomet/ass025,Adam J. Rothman,,,Adam J. Rothman,success
10.1093/biomet/ass030,D. R. Cox,,Christiana Kartsonaki,,success
10.1093/biomet/ass035,Changshan Lin,,,Changshan Lin,success
10.1093/biomet/ass021,Fei Wang,Lili Wang,Peter X.‐K. Song,,success
10.1093/biomet/ass034,Omiros Papaspiliopoulos,Yvo Pokern; Gareth O. Roberts,Andrew M. Stuart,,success
10.1093/biomet/asr080,Jennifer L. Wadsworth,,Jonathan A. Tawn,,success
10.1093/biomet/asr053,,,,,not_found
10.1093/biomet/asr085,Nan Lin,Jian Qing Shi,Robin Henderson,,success
10.1093/biomet/ass003,Aurore Delaigle,P. Hall,N. Bathia,,success
10.1093/biomet/ass006,Young Joo Park,Jeremy M. G. Taylor,John D. Kalbfleisch,,success
10.1093/biomet/ass009,Hong Zhu,,M.-C. Wang,,success
10.1093/biomet/ass008,Yu Shen,Jing Ning,Jing Qin,,success
10.1093/biomet/asr081,Ke Chen,Haiqun Lin,Y.-D. Zhou,,success
10.1093/biomet/ass004,Robert M. Elashoff,Gang Li,Yihao Zhou,,success
10.1093/biomet/ass005,Huixia Wang,Lukas Stefanski,Zhongyi Zhu,,success
10.1093/biomet/ass007,Wei Yue,Yanyuan Ma,Raymond J. Carroll,,success
10.1093/biomet/ass013,Andrea Rotnitzky,Qian Lei; Mariela Sued,James M. Robins,,success
10.1093/biomet/ass010,Danny Pfeffermann,,S. Correa,,success
10.1093/biomet/ass001,Tore Schweder,,Dinara Sadykova,,success
10.1093/biomet/ass002,Dominic Magirr,Thomas Jaki,John Whitehead,Dominic Magirr; Thomas Jaki; John Whitehead,success
10.1093/biomet/ass012,Tyler J. VanderWeele,,,Tyler J. VanderWeele,success
10.1093/biomet/ass016,Gauri Sankar Datta,J. N. K. Rao,David D. Smith,,success
10.1093/biomet/asr084,Youdan Kim,,Sunghoon Kwon,,success
10.1093/biomet/asr073,Chun Li,,Bryan E. Shepherd,,success
10.1093/biomet/asr082,Jim E. Griffin,,Philip J. Brown,,success
10.1093/biomet/asr074,Hansheng Wang,,,Hansheng Wang,success
10.1093/biomet/asr066,Qun Mai,Hui Zou,Ming Yuan,,success
10.1093/biomet/asr078,Emma Eastoe,,Jonathan A. Tawn,,success
10.1093/biomet/asr079,Matthew Tom Harrison,,,Matthew Tom Harrison,success
10.1093/biomet/asr071,Rahul Mukerjee,,Ben Zhong Tang,,success
10.1093/biomet/asr063,J. K. Kim,,J. N. K. Rao,,success
10.1093/biomet/asr077,David Azriel,Micha Mandel,Yosef Rinott,,success
10.1093/biomet/asr059,Tyler J. VanderWeele,,Zhiqiang Tan,,success
10.1093/biomet/asr067,Youdan Kim,Lancelot F. James,Rafael Weißbach,,success
10.1093/biomet/asr068,Weiping Zhang,,Chaoliang Leng,,success
10.1093/biomet/asr076,Grace Y. Yi,Yanyuan Ma,Raymond J. Carroll,,success
10.1093/biomet/asr062,Donglin Zeng,Qian Chen; Ming‐Hui Chen,Joseph G. Ibrahim,,success
10.1093/biomet/asr065,Lei Sun,Xinyuan Song,Z. Zhang,,success
10.1093/biomet/asr072,Chiung‐Yu Huang,Jing Qin,Dean Follmann,,success
10.1093/biomet/asr060,Xiaodong Luo,,Wei‐Yann Tsai,,success
10.1093/biomet/asr075,Alan Huang,,Paul J. Rathouz,,success
10.1093/biomet/asr061,Davide Ferrari,,Davide La Vecchia,,success
10.1093/biomet/asr064,Aiyi Liu,Chunling Liu; Z. Zhang,Paul S. Albert,,success
10.1093/biomet/asr047,Thaís C. O. Fonseca,,Mark F. J. Steel,Thaís C. O. Fonseca; Mark F. J. Steel,success
10.1093/biomet/asq022,Adam J. Rothman,Elizaveta Levina,Ji Zhu,,success
10.1093/biomet/asq033,Chunming Zhang,Yuan Jiang,Yi Chai,,success
10.1093/biomet/asq027,Kim Kenobi,Ian L. Dryden,H. Le,,success
10.1093/biomet/asq029,Xiao Wang,,Jinglai Shen,,success
10.1093/biomet/asq031,Y. Chen,,K.-Y. Liang,,success
10.1093/biomet/asq040,Veronika Czellar,,Elvezio Ronchetti,,success
10.1093/biomet/asq025,Nathan Zhang,David Siegmund; Hanlee P. Ji,Jinying Li,,success
10.1093/biomet/asq030,Tyler J. VanderWeele,,,Tyler J. VanderWeele,success
10.1093/biomet/asq035,Zhiqiang Tan,,,Zhiqiang Tan,success
10.1093/biomet/asq036,Nilanjan Chatterjee,Samiran Sinha; W. Ryan Diver,Heather Spencer Feigelson,,success
10.1093/biomet/asq039,Donglin Zeng,,J. Cai,,success
10.1093/biomet/asq023,Li Chen,Dan Lin,Donglin Zeng,,success
10.1093/biomet/asq026,Jiping Wang,,,Jiping Wang,success
10.1093/biomet/asq021,Nicolás Chopin,,Christian P. Robert,,success
10.1093/biomet/asq028,Getúlio José Amorim do Amaral,,Andrew T. A. Wood,,success
10.1093/biomet/asq008,Peter Bühlmann,Markus Kalisch,Marloes H. Maathuis,Peter Bühlmann; Markus Kalisch; Marloes H. Maathuis,success
10.1093/biomet/asq016,Yuexiao Dong,,Bing Li,,success
10.1093/biomet/asq018,Lixing Zhu,Tao Wang; Lixing Zhu,L. Ferré,,success
10.1093/biomet/asq005,Zhangjian Hu,Dean Follmann,Jing Qin,,success
10.1093/biomet/asq006,D. Y. Lin,,Donglin Zeng,,success
